time,open,high,low,close,volume,timestamp
2019-06-11 00:00:00,0.03590000,0.04500000,0.03000000,0.03240000,767242774.60000000,1560211200000
2019-06-12 00:00:00,0.03235000,0.03366000,0.03080000,0.03218000,278893018.30000000,1560297600000
2019-06-13 00:00:00,0.03220000,0.03600000,0.02932000,0.03009000,365016984.20000000,1560384000000
2019-06-14 00:00:00,0.03015000,0.03108000,0.02529000,0.02737000,231865238.20000000,1560470400000
2019-06-15 00:00:00,0.02737000,0.03006000,0.02563000,0.02680000,159700618.50000000,1560556800000
2019-06-16 00:00:00,0.02701000,0.02749000,0.02564000,0.02680000,114728166.10000000,1560643200000
2019-06-17 00:00:00,0.02677000,0.02895000,0.02600000,0.02666000,206962426.10000000,1560729600000
2019-06-18 00:00:00,0.02666000,0.02800000,0.02568000,0.02728000,107203322.70000000,1560816000000
2019-06-19 00:00:00,0.02736000,0.02999000,0.02733000,0.02790000,134345366.40000000,1560902400000
2019-06-20 00:00:00,0.02790000,0.02845000,0.02525000,0.02633000,103437851.90000000,1560988800000
2019-06-21 00:00:00,0.02634000,0.02650000,0.02333000,0.02377000,123533843.90000000,1561075200000
2019-06-22 00:00:00,0.02370000,0.02522000,0.02268000,0.02358000,133486400.80000000,1561161600000
2019-06-23 00:00:00,0.02358000,0.02500000,0.02240000,0.02290000,69080010.90000000,1561248000000
2019-06-24 00:00:00,0.02290000,0.02344000,0.02242000,0.02302000,37475061.60000000,1561334400000
2019-06-25 00:00:00,0.02295000,0.02313000,0.02132000,0.02156000,56001929.00000000,1561420800000
2019-06-26 00:00:00,0.02156000,0.02341000,0.02101000,0.02240000,99470048.10000000,1561507200000
2019-06-27 00:00:00,0.02230000,0.02679000,0.02159000,0.02278000,211512920.80000000,1561593600000
2019-06-28 00:00:00,0.02280000,0.02496000,0.02231000,0.02490000,57774782.10000000,1561680000000
2019-06-29 00:00:00,0.02490000,0.02928000,0.02360000,0.02651000,215022913.00000000,1561766400000
2019-06-30 00:00:00,0.02648000,0.02884000,0.02573000,0.02592000,77715591.80000000,1561852800000
