time,open,high,low,close,volume,timestamp
2020-08-14 12:00:00,0.00833300,0.09471000,0.00833300,0.06599700,989575855.00000000,1597406400000
2020-08-15 00:00:00,0.06581700,0.07086900,0.05300300,0.05600000,252194556.00000000,1597449600000
2020-08-15 12:00:00,0.05600000,0.06040000,0.04900000,0.05110100,120468716.00000000,1597492800000
2020-08-16 00:00:00,0.05141300,0.06450000,0.04800000,0.06398600,135341544.00000000,1597536000000
2020-08-16 12:00:00,0.06398700,0.07002700,0.05805000,0.06085200,160119980.00000000,1597579200000
2020-08-17 00:00:00,0.06085300,0.06519900,0.05555500,0.05672600,62112959.00000000,1597622400000
2020-08-17 12:00:00,0.05678000,0.05835000,0.05234500,0.05381200,44435527.00000000,1597665600000
2020-08-18 00:00:00,0.05381300,0.06105200,0.05322200,0.05322800,52202377.00000000,1597708800000
2020-08-18 12:00:00,0.05338700,0.05470400,0.05020500,0.05163100,28723847.00000000,1597752000000
2020-08-19 00:00:00,0.05141000,0.05710000,0.04800000,0.05331500,49057088.00000000,1597795200000
2020-08-19 12:00:00,0.05331400,0.05700000,0.05070000,0.05194200,27341623.00000000,1597838400000
2020-08-20 00:00:00,0.05251900,0.05623800,0.05076000,0.05600000,31124066.00000000,1597881600000
2020-08-20 12:00:00,0.05599700,0.05733200,0.05200000,0.05348300,36180642.00000000,1597924800000
2020-08-21 00:00:00,0.05387000,0.05387000,0.05000000,0.05000200,36833207.00000000,1597968000000
2020-08-21 12:00:00,0.05019500,0.05250000,0.04400500,0.04425000,30715888.00000000,1598011200000
2020-08-22 00:00:00,0.04423100,0.04579900,0.04020200,0.04505100,31113223.00000000,1598054400000
2020-08-22 12:00:00,0.04505000,0.04910000,0.04324200,0.04597300,23943971.00000000,1598097600000
2020-08-23 00:00:00,0.04597300,0.04832300,0.04410100,0.04438900,15940472.00000000,1598140800000
2020-08-23 12:00:00,0.04430000,0.04580000,0.04179300,0.04361100,16381825.00000000,1598184000000
2020-08-24 00:00:00,0.04365200,0.05220000,0.04206300,0.04929800,41035130.00000000,1598227200000
2020-08-24 12:00:00,0.04929800,0.05374900,0.04815600,0.05073500,33155392.00000000,1598270400000
2020-08-25 00:00:00,0.05123200,0.05675000,0.04865000,0.05137300,47955600.00000000,1598313600000
2020-08-25 12:00:00,0.05110000,0.05110000,0.04500000,0.04800200,26271264.00000000,1598356800000
2020-08-26 00:00:00,0.04805000,0.05387300,0.04689600,0.05375300,31104543.00000000,1598400000000
2020-08-26 12:00:00,0.05370000,0.05868900,0.05018600,0.05857100,47865917.00000000,1598443200000
2020-08-27 00:00:00,0.05850900,0.07377500,0.05418300,0.06476900,141654301.00000000,1598486400000
